filename,frame_index,marker_count,charuco_count,blur,mean_brightness,overexposed_ratio,underexposed_ratio,center_x,center_y,min_x,max_x,min_y,max_y,coverage_area,detected
frame_000000.jpg,0,12,13,71.13591516527346,130.45293065200616,0.10638454861111112,1.4467592592592592e-06,0.7162198424339294,0.4055270254611969,0.45353344082832336,0.8624094128608704,0.11061949282884598,0.5722138285636902,0.18873483270830227,1
frame_000001.jpg,1,12,12,70.33629376680048,130.46009789737656,0.10631413966049383,3.375771604938272e-06,0.7367993593215942,0.3725062310695648,0.4535125494003296,0.8623881936073303,0.15356400609016418,0.5722317099571228,0.17118302712726852,1
frame_000002.jpg,2,12,13,58.10511161843596,130.43342737268517,0.10275221836419753,1.4467592592592592e-06,0.7141801714897156,0.3480497896671295,0.45364663004875183,0.8624187707901001,0.11627988517284393,0.5723675489425659,0.18643593068486952,1
frame_000003.jpg,3,12,14,92.64380368046155,130.48109471450618,0.10889998070987654,4.340277777777778e-06,0.7537394165992737,0.3703061044216156,0.5293142795562744,0.8625126481056213,0.11607709527015686,0.5718784928321838,0.15187228205017966,1
frame_000004.jpg,4,12,14,93.2459879121643,130.474375,0.10895785108024691,6.26929012345679e-06,0.7537211179733276,0.37031540274620056,0.5292530059814453,0.8625045418739319,0.11610013246536255,0.5718536376953125,0.15188055560626523,1
frame_000005.jpg,5,12,14,90.39485775744068,130.4765697337963,0.10873746141975309,4.340277777777778e-06,0.7537305951118469,0.37032321095466614,0.5292173624038696,0.8624919056892395,0.11607391387224197,0.5719455480575562,0.1519304106798658,1
frame_000006.jpg,6,13,14,89.25974110356084,130.54990837191357,0.1092115162037037,4.822530864197531e-06,0.7537250518798828,0.3703276813030243,0.5292462110519409,0.8624647259712219,0.11617028713226318,0.5720199942588806,0.15189756243512065,1
frame_000007.jpg,7,12,14,89.2256968476107,130.5421267361111,0.10910300925925925,4.822530864197531e-06,0.7537429928779602,0.37035179138183594,0.5292714238166809,0.8625119924545288,0.11621453613042831,0.5719225406646729,0.15186039456381062,1
frame_000008.jpg,8,9,9,95.75325050009943,130.4518687307099,0.1089747299382716,4.340277777777778e-06,0.7947803139686584,0.39821338653564453,0.7105171084403992,0.8624693155288696,0.13237202167510986,0.572054386138916,0.06681070569815262,1
frame_000009.jpg,9,12,15,95.89118031531835,130.52094666280865,0.10925395447530864,1.9290123456790124e-06,0.7237938046455383,0.3958384692668915,0.5292525887489319,0.8624681234359741,0.15369565784931183,0.5720228552818298,0.13939312076660837,1
frame_000010.jpg,10,12,14,96.31845151118225,130.50918065200617,0.10930314429012346,1.4467592592592592e-06,0.7537294030189514,0.370350182056427,0.5292230248451233,0.8624606728553772,0.11624523252248764,0.5720710754394531,0.15189833179594103,1
frame_000011.jpg,11,12,14,100.97688438131073,130.4496021412037,0.10909866898148148,3.858024691358025e-06,0.7537359595298767,0.3703455328941345,0.52924644947052,0.8624107241630554,0.11614733189344406,0.5721405744552612,0.15192065792280518,1
frame_000012.jpg,12,12,13,100.66478449755009,130.50225356867284,0.10950135030864197,5.787037037037037e-06,0.7713861465454102,0.3237455189228058,0.6232373118400574,0.8624555468559265,0.11051801592111588,0.5720351338386536,0.11040331037784412,1
frame_000013.jpg,13,10,10,100.1598625016296,130.49779369212962,0.1094603587962963,3.375771604938272e-06,0.7670285701751709,0.39829280972480774,0.453532874584198,0.8624210953712463,0.15351587533950806,0.572033703327179,0.1711270100535387,1
frame_000014.jpg,14,11,12,107.20296088061177,130.47641059027777,0.10927131558641975,5.787037037037037e-06,0.7837372422218323,0.3414824306964874,0.7021750211715698,0.8624061346054077,0.11606135219335556,0.5721457004547119,0.07307890294166342,1
frame_000015.jpg,15,11,10,115.04726991098501,130.4940205439815,0.10999855324074075,5.304783950617284e-06,0.792636513710022,0.384963721036911,0.7097882032394409,0.8624598979949951,0.1537272036075592,0.5718207955360413,0.06383105724615845,1
frame_000016.jpg,16,11,10,117.25249079261064,130.49011959876543,0.10991560570987655,6.26929012345679e-06,0.7926414608955383,0.38497138023376465,0.7097899317741394,0.8623788952827454,0.15368418395519257,0.5720313191413879,0.06383515574485621,1
frame_000017.jpg,17,14,15,131.39592475064242,130.47557725694443,0.10997781635802469,9.645061728395062e-06,0.7193559408187866,0.3227762281894684,0.4535650908946991,0.8624060153961182,0.11603845655918121,0.5720096230506897,0.1864196732543788,1
frame_000018.jpg,18,12,12,113.21048998842592,130.51187258873458,0.11018711419753087,2.8935185185185184e-06,0.7367851138114929,0.37253087759017944,0.4535534977912903,0.8624038100242615,0.15343698859214783,0.5721222162246704,0.17117958604488948,1
frame_000019.jpg,19,11,11,112.90897266827284,130.50454764660495,0.1101929012345679,3.858024691358025e-06,0.7618159055709839,0.384345144033432,0.4535876512527466,0.8624571561813354,0.15368299186229706,0.5718322396278381,0.17096847592015862,1
frame_000020.jpg,20,9,9,121.93891863154658,130.47357976466049,0.11006510416666666,4.340277777777778e-06,0.8018456101417542,0.4005843997001648,0.7103992700576782,0.8624733090400696,0.15335825085639954,0.5720082521438599,0.06366579661576743,1
frame_000021.jpg,21,10,10,109.59043096903922,130.51637345679012,0.11010706018518518,4.822530864197531e-06,0.7992554306983948,0.37371256947517395,0.7104175686836243,0.862406849861145,0.13206031918525696,0.5720974206924438,0.06688092274951707,1
frame_000022.jpg,22,14,16,109.64098803766662,130.50188368055555,0.11007474922839507,4.822530864197531e-06,0.7179989218711853,0.30891942977905273,0.45360442996025085,0.8624653220176697,0.11027202010154724,0.5719879865646362,0.18877760192525184,1
frame_000023.jpg,23,11,12,117.06920475786951,130.4378375771605,0.11003761574074074,4.822530864197531e-06,0.7578584551811218,0.3394789695739746,0.5446757674217224,0.8624513745307922,0.11037689447402954,0.572051465511322,0.146708917098195,1
frame_000024.jpg,24,12,12,109.74092014948818,130.4829938271605,0.11014081790123456,7.2337962962962966e-06,0.7413919568061829,0.31377628445625305,0.45357921719551086,0.8624585270881653,0.11615520715713501,0.5720812678337097,0.18641873305151435,1
frame_000025.jpg,25,14,16,109.44768325751033,130.47765335648148,0.1101345486111111,6.26929012345679e-06,0.7179727554321289,0.3089248239994049,0.45357829332351685,0.8624475598335266,0.11034905165433884,0.5721299648284912,0.1888080232578382,1
frame_000026.jpg,26,12,12,117.68589839561449,130.4538030478395,0.11005449459876543,4.340277777777778e-06,0.7367892861366272,0.37254220247268677,0.453576922416687,0.8624493479728699,0.1535472720861435,0.5720904469490051,0.17113076310616382,1
frame_000027.jpg,27,11,12,109.97042472729792,130.46214891975308,0.1101953125,4.340277777777778e-06,0.7515260577201843,0.3601807951927185,0.4536149799823761,0.8624551296234131,0.11607558280229568,0.5720233917236328,0.1864097704279024,1
frame_000028.jpg,28,13,14,110.38719569964182,130.46178096064816,0.11018518518518519,3.375771604938272e-06,0.7371384501457214,0.33706414699554443,0.45362576842308044,0.8624840974807739,0.11627770215272903,0.572053849697113,0.1863478741093496,1
frame_000029.jpg,29,12,13,121.6278370071632,130.42537037037036,0.1101292438271605,7.2337962962962966e-06,0.729221522808075,0.3511638045310974,0.4535544812679291,0.8625087738037109,0.11612948030233383,0.572026252746582,0.18644094204428385,1
frame_000030.jpg,30,12,12,119.39155627884566,130.42114535108024,0.11003809799382716,5.304783950617284e-06,0.7368077635765076,0.3725709021091461,0.4535757005214691,0.8624796271324158,0.15368953347206116,0.5719315409660339,0.17102079913793045,1
frame_000031.jpg,31,12,13,121.27325728989149,130.43657600308643,0.11004822530864197,4.822530864197531e-06,0.7714013457298279,0.3237300217151642,0.6233350038528442,0.8624632358551025,0.11043255776166916,0.5719775557518005,0.11036843935886598,1
frame_000032.jpg,32,11,11,138.3382477034034,130.42228636188273,0.11009500385802469,3.858024691358025e-06,0.761846125125885,0.3843388259410858,0.45355913043022156,0.8624367117881775,0.15368109941482544,0.5719446539878845,0.1710185905640138,1
frame_000033.jpg,33,11,10,119.35310958660995,130.51172791280865,0.1103076774691358,4.340277777777778e-06,0.7926538586616516,0.3849571645259857,0.7098019123077393,0.8624337911605835,0.15367113053798676,0.5720874071121216,0.06386366243612152,1
frame_000034.jpg,34,9,10,118.19925266464715,130.50439380787037,0.11034963348765432,4.822530864197531e-06,0.792635977268219,0.3850032687187195,0.7097164988517761,0.8624049425125122,0.15349823236465454,0.5721760392189026,0.0639272627238654,1
frame_000035.jpg,35,11,12,126.15662351752177,130.42391059027779,0.11019965277777778,3.375771604938272e-06,0.7837274670600891,0.34148862957954407,0.7022257447242737,0.8624600172042847,0.11613452434539795,0.5721417665481567,0.07306798869997522,1
